,x,y,z,uuid,label
7293,-0.830667,0.018988,-0.556446,277B9AD3-F2B8-4125-A6B7-C47125B74706,stairs-up
7294,-0.791128,-0.018091,-0.611384,41092264-B5C3-47B9-A1A9-BD0081CBE0E4,stairs-up
7295,-0.825951,0.010088,-0.563652,E7B4CB3E-F838-4541-A3A7-5222D675AF3B,stairs-up
7296,-0.794384,-0.006923,-0.607376,AA192652-4889-4985-AE77-C1FFEA45FFA2,stairs-up
7297,-0.886965,-0.038625,-0.460219,C0329F21-E380-42D7-9F0D-D338BB9BF2E6,stairs-up
7298,-0.834284,0.013443,-0.551171,A447A361-769E-4745-B190-3D52656D280A,stairs-up
7299,-0.858547,0.074674,-0.507269,B833EA75-F114-47C6-8A4A-0B5EDA4FD2D4,stairs-up
7300,-0.76343,-0.045004,-0.644321,E756B12D-2880-4632-BD03-4F2A098DF3D1,stairs-up
7301,-0.854768,-0.024753,-0.518419,385FC941-CB05-4CBC-9910-4549E95DC122,stairs-up
7302,-0.845572,-0.020787,-0.533456,60EE34CA-56A6-49BB-8041-C8E679D922AC,stairs-up
7303,-0.834867,-0.002268,-0.550448,56364060-2B42-46CE-9491-5C31E9F638E3,stairs-up
7304,-0.80389,0.028276,-0.594105,AB3C6BBD-5CBE-4F4A-BD88-F115ED3D2F9E,stairs-up
7305,-0.870285,-0.075428,-0.486738,92BE191A-3761-4B32-B202-A68C7D70B5AB,stairs-up
7306,-0.890582,-0.015249,-0.454568,C28EF9C6-F933-4620-BA60-2D76A2511E66,stairs-up
7307,-0.869094,-0.07399,-0.489082,71734424-82D4-4A97-9F08-B5520A031257,stairs-up
7308,-0.801725,-0.050737,-0.595536,AEFE3154-F1CD-4008-AED7-D05871D6601B,stairs-up
7309,-0.874233,-0.047085,-0.483219,1E33F3A5-7BE3-4CC9-93F0-55055F9C2E92,stairs-up
7310,-0.827453,0.002966,-0.561527,F9C0AEF5-B4EF-42FB-98EB-80CA6EF633F4,stairs-up
7311,-0.839281,0.073886,-0.538654,A43B0C69-893A-4CAA-AC59-7C62CA4BC24B,stairs-up
7312,-0.951444,-0.015516,-0.30743,F2A54DEE-7155-405A-98B4-00CD50E751CD,stairs-up
7313,-0.890614,-0.010514,-0.454638,056CEFEA-4429-40F3-86F7-2C3CCFB6A4EA,stairs-up
7314,-0.806945,0.009865,-0.590545,76C7F481-1F66-4B6B-B364-D4DE1DEB6019,stairs-up
7315,-0.737265,0.012507,-0.675488,7FBA2547-4856-4F74-9647-D93032FD317D,stairs-up
7316,-0.821653,-0.015603,-0.569774,DB4584C9-41CB-41E9-A6D3-14B47F722A83,stairs-up
7317,-0.822558,-0.078988,-0.563168,6B9C1CBD-8D4C-4A5D-BBCD-7B422D056EA2,stairs-up
7318,-0.878794,-0.009487,-0.477106,A5B8DBCF-2903-4405-AED2-249C3252261D,stairs-up
7319,-0.84984,-0.099166,-0.517627,01A6F516-18E3-4B8E-81C2-D70218387B9D,stairs-up
7320,-0.853611,0.001664,-0.520909,A0086229-D79E-4AE1-875A-1A2AEC8D4C39,stairs-up
7321,-0.761434,-0.039946,-0.64701,4F93834D-732B-43D1-8280-21F214B0D768,stairs-up
7322,-0.836163,0.058195,-0.545385,BFF3ACFE-7896-48B9-911E-6704B2E4D136,stairs-up
7323,-0.800133,0.025636,-0.599274,5C37777A-A8A3-43B4-AF42-61CBA8F81EB0,stairs-up
7324,-0.795303,-0.045427,-0.604508,D2BE052E-90CD-4370-A9C2-1EB2FD8E6D80,stairs-up
7325,-0.800981,0.105666,-0.589292,56D61D48-5ECF-4562-8ED0-563D4CBFC26E,stairs-up
7326,-0.808439,0.015214,-0.588384,987155D1-B998-4DC5-ABC1-2EAE2ABB8273,stairs-up
7327,-0.796933,-0.028019,-0.603418,1566DA4A-5D32-4512-B3C3-8116C44E0ACA,stairs-up
7328,-0.820173,-0.047422,-0.570146,BAEEC9AA-AAED-4543-B076-B4116E566393,stairs-up
7329,-0.865243,0.080783,-0.494802,160AA75D-66AE-479A-86F9-592A1C1ADFEF,stairs-up
7330,-0.779178,-0.063606,-0.623567,9F99B4ED-33AB-4B0C-B698-924428E7D176,stairs-up
7331,-0.852666,-0.02476,-0.521869,25A3C76E-F5D9-42F6-8F08-79F358368F17,stairs-up
7332,-0.847763,0.069378,-0.525819,EF1F9CDB-372B-4AD8-8EA2-B8ACB106CE85,stairs-up
7333,-0.754687,-0.010371,-0.656003,686B74A9-09A6-4F21-BC7C-DFC33C16A249,stairs-up
7334,-0.821828,-0.001357,-0.569734,AE89EE18-1019-4229-8B40-BB2B3A50A09F,stairs-up
7335,-0.771168,0.021738,-0.63626,FACD7F51-7D1B-4FD1-A61F-7D55F01BD971,stairs-up
7336,-0.821356,0.002423,-0.570412,22E46E94-9965-4866-9090-66655C41D5E6,stairs-up
7337,-0.764785,-0.018307,-0.644026,46BF775D-48B5-45D7-B2DC-CD44F74FC6FA,stairs-up
7338,-0.784217,-0.001723,-0.620484,BF6A2EBA-4416-4E21-9D39-70F074B8A8C2,stairs-up
7339,-0.741377,-0.000204,-0.671089,898CB8DC-E26F-457F-BE57-4C5EE8FD0309,stairs-up
7340,-0.855044,0.173991,-0.488495,B28C628E-733F-4FC6-870A-A93E678D0C6F,stairs-up
7341,-0.81586,-0.004445,-0.578233,CB1445B6-00E8-48A4-A795-87A39AF819BF,stairs-up
7342,-0.727375,0.0342,-0.685387,12A9ACF4-63CD-4760-B83F-CAF288FCCEB9,stairs-up
7343,-0.736694,-0.032031,-0.675467,1BA62646-F171-43D3-9726-F519A7A9E4DA,stairs-up
7344,-0.803852,0.035342,-0.593778,817088A4-F0F1-4811-9A69-CA9BE6097554,stairs-up
7345,-0.769321,-0.044459,-0.637314,1EE3D4D0-A801-469B-85A4-AB9488E4E62A,stairs-up
7346,-0.824322,-0.089845,-0.558947,CEA77617-E7D0-4B7F-A572-AACC4681F196,stairs-up
7347,-0.83772,-0.118544,-0.533078,12F97088-9802-44A8-93D6-1ED53B86104F,stairs-up
7348,-0.751093,0.02709,-0.65964,7F791884-27DD-425E-B533-14A97509B8A5,stairs-up
7349,-0.751997,0.008358,-0.659114,7F9E76AD-D248-434F-8AD1-9F6DB2849206,stairs-up
7350,-0.773556,-0.04447,-0.632166,F0DD638A-0B5B-4708-B8AE-4B2F3521A44F,stairs-up
7351,-0.758981,0.001622,-0.651111,71E599F8-B196-4B52-BDE8-655A64A8DF99,stairs-up
7352,-0.773604,0.00801,-0.633619,CB6F5D6A-A971-404F-9C08-DECACD17B8DB,stairs-up
7353,-0.745763,0.008474,-0.666157,D9037FCB-7748-4C60-B9C5-B3B934AED152,stairs-up
7354,-0.786709,-0.049879,-0.615306,0C66AF63-3652-4799-8429-3618204BB60C,stairs-up
7355,-0.747905,-0.001689,-0.663804,B460EE97-7531-4D18-9AFD-78ADE4576CB7,stairs-up
7356,-0.734968,0.052829,-0.676041,A538EEAA-4000-462C-8886-E4A79949A322,stairs-up
7357,-0.755454,0.041179,-0.653906,BBED2B5E-2024-43FF-A97B-05174A7020BE,stairs-up
7358,-0.759834,-0.01051,-0.650033,67F7EE57-791E-40B1-BC6E-26456F8DC21B,stairs-up
7359,-0.702518,0.017089,-0.711461,9A4BFAC0-B82B-4372-9E5E-3145CB4DC652,stairs-up
7360,-0.746018,0.005747,-0.665901,E563B777-AFCE-4B3B-AB1C-3F4A95834A46,stairs-up
7361,-0.764473,0.031434,-0.643889,EAF347B3-A7C4-4EA7-90DE-4DDDE7EAD296,stairs-up
7362,-0.739973,0.004322,-0.672623,0B32C778-4CE9-482A-9795-FD5EBE9D1DB7,stairs-up
7363,-0.79456,0.071409,-0.602973,D560B09B-E1D2-4D3A-B29D-473CBA44B38B,stairs-up
7364,-0.79414,-0.007425,-0.60769,B537E0FB-DADB-4849-8BD4-212B91F724DD,stairs-up
7365,-0.720475,-0.040202,-0.692315,9B3B3C32-254F-40FF-9FA1-47EA6BD18B90,stairs-up
7366,-0.858249,0.01901,-0.512882,94120510-DAA4-47E7-85FD-C3735FD7FB16,stairs-up
7367,-0.748039,-0.024742,-0.663193,FBC66537-BECC-47F1-A3A0-AAF6F75A70EC,stairs-up
7368,-0.730269,-0.053629,-0.681052,3DC4162B-03F4-4302-A195-FCBF22685367,stairs-up
7369,-0.791747,-0.178455,-0.584201,63DCBAFB-3BF0-496E-86B3-7C76C8B6A2E3,stairs-up
7370,-0.772244,-0.095055,-0.628175,EAA6DFBF-544D-46B2-AC8F-0B772450DDD0,stairs-up
7371,-0.645879,-0.148905,-0.748778,4EF6DF28-1F56-40D1-94BA-DB9182279CA2,stairs-up
7372,-0.827783,-0.071693,-0.556448,24E6B0E1-09B0-480A-AE27-23A65F1D9531,stairs-up
7373,-0.778413,-0.155404,-0.608213,283E469E-66AB-45B6-B4A2-14949ACDC73D,stairs-up
7374,-0.788765,-0.107694,-0.605188,4BA01C4F-F835-46B1-9C6F-A4219476DBBD,stairs-up
7375,-0.801716,-0.112865,-0.586952,3DFE9107-190B-4347-BBE5-F8C7384190CC,stairs-up
7376,-0.755324,-0.140707,-0.640069,0B3B2D3F-6EE8-4A7A-BF00-3827A2AF2486,stairs-up
7377,-0.717074,-0.123075,-0.686045,0E8A0665-B1CB-41B2-94B1-E386FD817184,stairs-up
7378,-0.79274,-0.013093,-0.609419,5D00D6B6-7643-43AB-8EE9-50E342F1D974,stairs-up
7379,-0.860413,-0.074768,-0.504083,167B56FC-69AD-4223-A4F5-E1CC2C8CC0F9,stairs-up
7380,-0.760133,-0.081176,-0.644677,D0A104D8-F1A8-4E49-A151-DE082AC330A3,stairs-up
7381,-0.84377,-0.002756,-0.536698,6BAB74F4-8726-4438-B014-627C4DB0243D,stairs-up
7382,-0.815701,-0.038755,-0.577174,95916338-0638-46D0-AF56-18FD03CA2EB2,stairs-up
7383,-0.760596,-0.025444,-0.648727,8C3BFCB0-EF49-424A-AE26-6475F7DAD01D,stairs-up
7384,-0.782519,-0.054128,-0.620269,DA7F92A1-3980-4753-BCCD-F9C3BE59B3B4,stairs-up
7385,-0.824031,-0.16296,-0.542603,497DE319-8338-475C-A3A8-568C39ABF03E,stairs-up
7386,-0.770322,-0.084824,-0.631989,37CE64F9-C376-4082-83F8-93B4884D650B,stairs-up
7387,-0.781735,0.018426,-0.623338,96E5A79C-328D-4C30-953D-7F652B7CBFAD,stairs-up
7388,-0.829288,-0.122291,-0.545277,5D79A2DF-4A3D-4C5C-A2F8-3905A13EC8A4,stairs-up
7389,-0.586948,-0.039162,-0.808677,8CB81DA5-ED3C-4E2E-AA23-073F637B2960,stairs-up
7390,-0.361213,0.020385,-0.93226,1FCBDFEC-1583-4F83-B33E-694CA4108416,stairs-up
7391,-0.805531,-0.112727,-0.581733,251E085C-1DA6-431A-90E9-515A4EC61AF2,stairs-up
7392,-0.7869,0.048168,-0.615198,D095E294-B9E5-426B-B2FA-EB8F30B99DB6,stairs-up
7393,-0.429839,0.016528,-0.902754,00515834-C231-4D44-8C52-D59137E932A2,stairs-up
7394,-0.758595,0.019564,-0.651269,9330F327-07B1-4EB8-ADD1-8A0B5F65D162,stairs-up
7395,-0.785285,-0.024985,-0.61863,9DB59F49-5128-4633-9FC8-6F5BB764FD93,stairs-up
7396,-0.739695,0.011449,-0.672845,D496335C-9A0A-414A-BE06-71C70FB76DD2,stairs-up
7397,-0.313791,0.014837,-0.949376,DCF056C7-A88C-4AB4-AC5C-E16B88EC0D34,stairs-up
7398,-0.727004,-0.052514,-0.684622,F44A0938-0519-4F0E-9778-9D29B0C9352A,stairs-up
7399,-0.416913,0.012284,-0.908863,64922C28-F55E-45E6-B19D-4B0042046C5D,stairs-up
7400,-0.758017,-0.007426,-0.652193,9A95062C-1A37-4AC9-B0EC-B8F0E8740AD2,stairs-up
7401,-0.779051,-0.086547,-0.620959,CE7AEA5D-8287-42E7-8D6E-394FCC586356,stairs-up
7402,-0.664426,0.006181,-0.747328,5409E8FE-3CAA-479D-91FB-E0E579292DBE,stairs-up
7403,-0.773896,-0.139922,-0.617662,C0CAF18B-E010-4C8A-89CC-755856B85D96,stairs-up
7404,-0.303249,0.018046,-0.95274,F377CE6D-9F14-407C-A108-0CF5130EFB84,stairs-up
7405,-0.779031,-0.023219,-0.626556,0F403339-3F18-4CA7-9464-472C2368E7F4,stairs-up
7406,-0.826246,-0.007546,-0.563259,4D7623B1-6CD8-4574-AB37-3C0DD36F1332,stairs-up
7407,-0.318388,0.040195,-0.947108,9DA6432F-52C5-4DDF-BBC0-00391171CD01,stairs-up
7408,-0.677781,-0.019321,-0.735009,1FEA0598-E3D7-41C3-90EB-89850E8145A9,stairs-up
7409,-0.752923,-0.059183,-0.655442,FAAFC63E-EBC8-4EBA-9F72-A8ACAE909F9A,stairs-up
7410,-0.806518,0.071352,-0.586888,CA6A0FB6-C349-4AD9-A511-006655891F5E,stairs-up
7411,-0.796363,0.017155,-0.604575,DE311998-01AB-40A9-87F2-2A83FE1C1AFB,stairs-up
7412,-0.737613,-0.018901,-0.67496,5D355984-5208-4CC5-9802-1DDDE7B226E6,stairs-up
7413,-0.726993,-0.079696,-0.682005,A48EE6A8-41B9-4F30-8001-C9287BC319ED,stairs-up
7414,-0.719335,-0.031609,-0.693943,33F524E1-C7FD-451B-A4AB-8967C4BF7DD1,stairs-up
7415,-0.796055,-0.143667,-0.587925,A1AD06F1-5A54-4E83-9CB4-317A5A0CE0FD,stairs-up
7416,-0.80117,-0.007403,-0.598392,1ABD77D0-8708-4FA6-836F-36383FE45700,stairs-up
7417,-0.629229,-0.043429,-0.776005,DBAC37EB-12C5-4916-9EFE-23F3D1FEA3D4,stairs-up
7418,-0.764959,0.001156,-0.644078,7D1E6A2E-07AC-4FDE-96F8-4C5AE68C8486,stairs-up
7419,-0.750209,-0.043627,-0.659759,AD388EE4-8649-49B6-A34B-334A7B268155,stairs-up
7420,-0.76415,0.018581,-0.644771,12ADBD05-B744-4BD4-ABE8-0C9D69E66E3F,stairs-up
7421,-0.801815,-0.028358,-0.596899,41056BE4-38F2-4F93-B404-C40893160DA7,stairs-up
7422,-0.809745,-0.035858,-0.585685,9F76FFC2-7224-4317-998B-2491CC669A83,stairs-up
7423,-0.857769,0.067644,-0.509565,419155FC-39BB-43B4-A65A-6C3663CE9802,stairs-up
7424,-0.773486,-0.081965,-0.628491,82257105-B7F6-4358-841C-1A0E454864AF,stairs-up
7425,-0.798634,-0.058187,-0.598998,D70D4E34-EE81-4574-B424-8CD7C8879D3B,stairs-up
7426,-0.839658,-0.016368,-0.542869,099F95A0-B63C-41F8-99AF-D04F10C42950,stairs-up
7427,-0.719801,-0.066953,-0.690944,6EFC1A0D-B8FE-4B6B-AFA7-7AB16ABBA033,stairs-up
7428,-0.811066,-0.016259,-0.584728,E6C7835C-CA59-4A29-8846-0812C3C82A93,stairs-up
7429,-0.787085,-0.077687,-0.611933,368C3640-14F7-454C-B1CB-E8E2BBE64D77,stairs-up
7430,-0.641062,0.021808,-0.767179,5641D1DD-69BD-46D4-8D19-C6656E4DCBE1,stairs-up
7431,-0.807703,-0.037671,-0.588384,7F2805B7-8D2E-424C-9037-EF2CB62B96D2,stairs-up
7432,-0.799403,-0.030742,-0.600008,53525876-2EF1-4E53-9155-F7B39DE7E473,stairs-up
7433,-0.7468,-0.09724,-0.657901,696FE917-929E-440D-928E-C04AD4D4883E,stairs-up
7434,-0.81145,-0.068559,-0.580387,95F90606-5F1B-4224-BAE6-B930F451A555,stairs-up
7435,-0.787064,0.027599,-0.616254,D0DAC021-B0C9-4B5B-B0CC-BF2CEF4CF38A,stairs-up
7436,-0.717566,0.005503,-0.696469,E1469EDC-D358-4165-969C-50A2F40CEFF2,stairs-up
7437,-0.828574,-0.048587,-0.557768,FE4CFCFE-3099-4134-A790-C05302F8263A,stairs-up
7438,-0.848263,-0.017297,-0.529293,1F515E7D-9E68-4159-B3F2-AE082BB0D7D0,stairs-up
7439,-0.787329,-0.067126,-0.612867,4107E63C-F60C-400C-B84E-328A288561AD,stairs-up
7440,-0.729149,0.034839,-0.683468,6153D008-1168-4624-B896-1D3E124DD897,stairs-up
7441,-0.871617,-0.099195,-0.480046,1A61CF03-245D-4BEA-83C7-1116BC6FA352,stairs-up
7442,-0.814613,-0.051986,-0.57767,3F1E553A-BB83-42BE-BD37-D422F472FA61,stairs-up
7443,-0.712195,-0.072666,-0.69821,FC9D57BF-2EA6-4AB8-AD4D-FAD3E8EF15B3,stairs-up
7444,-0.839054,-0.069337,-0.539612,11AD981A-D0B3-465E-94F7-42BEB39B71F8,stairs-up
7445,-0.796396,-0.055424,-0.60223,BF2352BC-D65F-4C4C-8204-A57980C0919B,stairs-up
7446,-0.713375,-0.00385,-0.700772,CAC7EBA7-44E5-45B5-926E-F7143615DFC3,stairs-up
7447,-0.799803,-0.146969,-0.581993,34BAFFDC-4543-49EF-A168-74C43D314AD0,stairs-up
7448,-0.80181,-0.00337,-0.59757,9D385E47-9C9D-47A7-8CFF-11E9D70088B3,stairs-up
7449,-0.810598,-0.098038,-0.577337,F26BC23F-5DCF-40B4-BADC-3F7B77CCDCE2,stairs-up
7450,-0.703969,-0.083095,-0.705353,A2A9999B-FADB-47C7-892F-11AE7694357B,stairs-up
7451,-0.880059,-0.036205,-0.473483,A959B144-EAEE-4FAF-858C-CFD07F0B8151,stairs-up
7452,-0.771258,-0.047872,-0.63472,B5CF15B1-6FF8-45BA-A587-410B3BCA0A96,stairs-up
7453,-0.702943,-0.053952,-0.709197,CE9FAB74-1AE7-4491-BB66-84B609218B9C,stairs-up
7454,-0.726774,-0.085007,-0.681596,16691AD4-15C1-492B-83A3-1D79D285C534,stairs-up
7455,-0.672631,-0.052025,-0.738147,78B4A246-E27E-4589-B8CB-F6C3EDE6023D,stairs-up
7456,-0.85507,-0.094956,-0.509744,8FE13EE5-F00A-41C9-A37E-591FB13E479F,stairs-up
7457,-0.816724,-0.02471,-0.5765,9F6A92C2-051E-4ADD-8F9A-0721ABAD6173,stairs-up
7458,-0.877255,-0.051815,-0.477219,6437446D-5681-49E6-B96A-9471BBF0C59D,stairs-up
7459,-0.70401,-0.080913,-0.705565,85D17059-C742-4735-B549-8AF30F251D4E,stairs-up
7460,-0.73002,-0.140311,-0.668868,94582C68-6B9C-4500-88A9-4CDFC71A56B3,stairs-up
7461,-0.862729,-0.065576,-0.501397,E95D736B-C322-4A96-899A-C664B916940B,stairs-up
7462,-0.792185,-0.018007,-0.610015,4B20CC79-8DB4-4098-B387-3C18F196A1BC,stairs-up
7463,-0.861406,0.071389,-0.502875,6259941B-A2E0-4B21-B8ED-E180A11D2411,stairs-up
7464,-0.769719,-0.034727,-0.637438,B1F4849C-D14A-4ABC-91CB-76EF0E70DFC9,stairs-up
7465,-0.873957,-0.037721,-0.484537,B76E015B-FFCC-4951-BC08-8E57FC009D61,stairs-up
7466,-0.746351,-0.062168,-0.662642,2F1D8874-D798-419F-8092-815B10E00A0C,stairs-up
7467,-0.778806,0.017793,-0.627012,99069B68-A8C8-4EE8-84D1-2A499DE14A52,stairs-up
7468,-0.857742,-0.03574,-0.512837,9BB54909-FA32-4C50-8462-6591E54D6EEE,stairs-up
7469,-0.726346,-0.063172,-0.68442,E3F42B91-CAEA-4BDB-AF92-DF77A0B4D721,stairs-up
7470,-0.850286,0.01778,-0.526021,45B5B433-DEA5-403F-9152-4B3E7CA64784,stairs-up
7471,-0.79814,0.025558,-0.601929,764D0BA0-54DE-406E-9F57-9B50EF0DCA77,stairs-up
7472,-0.75101,-0.140173,-0.64524,E0A8E07A-3B1E-4717-9561-7BB216F89E32,stairs-up
7473,-0.702186,-0.04107,-0.710808,ED4C2998-A251-4491-A843-B0893AD9E975,stairs-up
7474,-0.857702,0.012145,-0.514004,019BEF12-4636-4B4C-877C-317CE26C34D6,stairs-up
7475,-0.71357,-0.045975,-0.699074,2EBB58FC-5618-4AB3-9C24-15491CBD8874,stairs-up
7476,-0.765304,0.030569,-0.642942,4EF951DC-7503-4D68-AF4F-7CDCB87CCB01,stairs-up
7477,-0.870108,-0.090214,-0.484534,E1BF885E-AD3D-47E1-919C-4C62591EEE4F,stairs-up
7478,-0.846692,0.05284,-0.529454,8627D74C-2CC6-44F5-9776-28330830CA09,stairs-up
7479,-0.883535,0.063609,-0.464025,191982C9-920A-47D9-AC43-D71868DE4028,stairs-up
7480,-0.857589,-0.056142,-0.511263,47657610-FFA2-4393-A66B-E59B9FF1E4DA,stairs-up
7481,-0.855321,0.051758,-0.515507,C65618ED-99BA-481C-B444-35FBF18A857D,stairs-up
7482,-0.853758,-0.017529,-0.520374,A3496513-5F04-4CAE-B91E-FEE4705D7714,stairs-up
7483,-0.86604,-0.069399,-0.495136,1E685B6C-0F29-4DA0-A8E3-DBB6CA376368,stairs-up
7484,-0.866032,0.064249,-0.495844,61E6F645-ED86-4755-9A53-FEEF700C265F,stairs-up
7485,-0.838263,0.015464,-0.545047,13E3E1E2-40E5-445F-8232-4FC1C06A5555,stairs-up
7486,-0.826404,-0.028187,-0.562372,29A054BD-949C-489A-B35A-8CDC0F40F58C,stairs-up
7487,-0.862388,0.065303,-0.502019,76F2569B-7336-43F4-ABD2-40F52F40943A,stairs-up
7488,-0.821609,-0.146235,-0.550975,4CED6BBE-1620-49F2-9C45-8C09F75CE6D8,stairs-up
7489,-0.841616,-0.102819,-0.530199,C5234C19-FAAA-452C-A0B8-CC7CE70BE5D4,stairs-up
7490,-0.820791,-0.019563,-0.570893,B5F2BE54-6320-4B06-B465-1C3B25351DE4,stairs-up
7491,-0.875488,0.029374,-0.482347,9F5FC73E-B793-4BD8-A5B7-EB37514FA527,stairs-up
7492,-0.896729,0.027359,-0.441733,FDCB7BCE-1799-4227-8083-B0E91667B779,stairs-up
7493,-0.898729,-0.002409,-0.438499,F2308EA8-0799-49A6-A7E4-F1D23EAB1D43,stairs-up
7494,-0.881017,0.009799,-0.472984,A89B9807-B787-4C67-949C-05E4C933AAC8,stairs-up
7495,-0.849468,-0.102088,-0.51767,4CB3C8EC-EE60-4318-8357-95E02ACB9488,stairs-up
7496,-0.859303,-0.052098,-0.508807,855A001F-43E0-4653-84A7-18CA9D44F039,stairs-up
7497,-0.858107,-0.013138,-0.513302,BB2890F7-5D16-4100-A732-4658B3C318DF,stairs-up
7498,-0.81803,0.020268,-0.574819,0B023DF5-B54A-4BA5-8E6F-5C57E288493E,stairs-up
7499,-0.836225,-0.05795,-0.545316,15273B00-511F-49E3-B3B9-E8CF955C8648,stairs-up
7500,-0.845113,-0.066788,-0.530399,69B8E7F7-8B1F-4E74-B712-A40A3CEFB80C,stairs-up
7501,-0.833902,-0.075993,-0.546655,7202AB32-3D2D-4A38-A5F8-EB2426E24ABA,stairs-up
7502,-0.838004,-0.112387,-0.533965,6A4BFCFD-E90D-4BE2-966C-542ACD717C09,stairs-up
7503,-0.817758,-0.031268,-0.574712,A461573A-7103-44B9-8226-BA6025236248,stairs-up
7504,-0.836577,-0.097325,-0.539135,E40F11A5-75CA-41ED-B798-E88D7BBE1C01,stairs-up
7505,-0.898853,-0.015769,-0.437967,EE382088-139B-402B-921D-FF5D4EB9DBE8,stairs-up
7506,-0.840025,-0.116626,-0.529865,63D0CD93-E979-4042-BF17-30E2956341CC,stairs-up
7507,-0.866024,0.050811,-0.497415,FDA891BE-2A13-467F-8E78-F6A42F96F27E,stairs-up
7508,-0.838188,-0.110544,-0.534061,F593372C-7F5C-4A27-93E8-63760858EB85,stairs-up
7509,-0.858324,-0.009034,-0.513028,FAEB1F70-C7A4-492F-8AEF-ABD4593A6FFF,stairs-up
7510,-0.853887,-0.123562,-0.505579,7D54FC0E-D8A5-4DAE-A8D0-E8FF1DA49FA9,stairs-up
7511,-0.836313,-0.123868,-0.534076,D231CA5F-91B2-40FE-9F99-DAB79985E2DC,stairs-up
7512,-0.849123,-0.069323,-0.523627,6DEDA797-605A-4D12-A489-E31E7BC3C082,stairs-up
7513,-0.793874,-0.107976,-0.598419,D5614368-2D38-42C4-BD32-97B39A7B860A,stairs-up
7514,-0.846511,0.042643,-0.530661,5DB8823A-7E0C-47B0-9BD8-747633BC72D1,stairs-up
7515,-0.82499,0.027033,-0.564501,665854C7-CDEA-4EE9-A3CB-63686B42769E,stairs-up
7516,-0.995221,-0.05127,-0.083102,8F1FA6C8-F6D6-4E83-9E4E-9478EC7B91AB,stairs-up
7517,-0.864974,0.010546,-0.501705,A7D999C0-1895-46F0-8358-CAE5B8950BA7,stairs-up
7518,-0.846931,0.032378,-0.530716,C8FC0A35-9DDD-40FD-B1EC-EDC03C7AFF96,stairs-up
7519,-0.793208,-0.029969,-0.608213,3D0B73DD-7E50-4074-8C45-20F32778BBA7,stairs-up
7520,-0.997497,-0.039879,-0.058386,46D9DA98-8546-4659-9444-15CA2989C92A,stairs-up
7521,-0.857527,-0.056771,-0.511297,498310F9-A701-43F3-A357-4EE1C649FD2D,stairs-up
7522,-0.844219,0.077503,-0.530366,0D0984EA-A750-460B-BFB5-0BB88D136C3A,stairs-up
7523,-0.994885,-0.042272,-0.091747,661470BF-33E3-4F2D-A69E-421C42037201,stairs-up
7524,-0.83325,-0.020677,-0.552509,E02C77F7-841D-40AD-8C34-6AB7E02830B5,stairs-up
7525,-0.977787,-0.030318,-0.207396,3BCA5FBB-A74F-4CD7-85F2-5FDED8406002,stairs-up
7526,-0.822918,-0.006039,-0.568129,B3EAEF23-0126-432F-A4B6-B08DC709B59C,stairs-up
7527,-0.801369,0.031838,-0.597323,F91892A9-6989-467B-80CD-F4D928EE63E9,stairs-up
7528,-0.966102,-0.032195,-0.256145,01A6E454-87E3-47A4-9FEC-CE1B66A2CBEC,stairs-up
7529,-0.776611,-0.00967,-0.629907,9354E154-43D9-43C3-B9E8-F9197EC13DFB,stairs-up
7530,-0.860097,-0.042832,-0.508329,A17AB276-ADD4-4447-90F4-0B1993D69B18,stairs-up
7531,-0.753995,0.002463,-0.656875,3C05FDDD-7062-4000-AC5C-87C8BBE43C13,stairs-up
7532,-0.868834,-0.07513,-0.48937,83555AD6-7AB6-4F18-96AA-7BE31CA742EA,stairs-up
7533,-0.956701,-0.040292,-0.288271,8CA008CE-32F8-4A8F-95B2-77465B5FB933,stairs-up
7534,-0.85894,0.037032,-0.510736,56FD5AA3-E4B6-4BD8-BAFC-007B7D49B9F0,stairs-up
7535,-0.992841,-0.043075,-0.111408,75DF0526-C63D-4CE0-B4B6-19CECC3E6A0B,stairs-up
7536,-0.879418,-0.019004,-0.47567,912841D9-EB62-4281-B5AF-06C59BC6D704,stairs-up
7537,-0.976441,-0.034285,-0.213043,E63B8A31-5C03-45DF-9158-25C44C0DEF83,stairs-up
7538,-0.884209,-0.043136,-0.465096,FC448FBE-41DD-4700-B001-72324212B623,stairs-up
7539,-0.847883,0.170119,-0.50215,7DA61AB6-3260-4304-A9B2-E280105B3A9E,stairs-up
7540,-0.841843,0.043572,-0.537961,78B290F2-F377-49F5-973F-6BDD8DDBBD8E,stairs-up
7541,-0.845481,-0.085087,-0.527183,0DF643FE-CFD7-48FC-92A8-F27E350393FF,stairs-up
7542,-0.857177,-0.057544,-0.511797,813DDE85-706B-44CF-938F-F95DC8D1965C,stairs-up
7543,-0.835692,0.016724,-0.548944,3B6DAE11-AFD3-437F-831D-43E526F293D0,stairs-up
7544,-0.851852,0.040844,-0.522188,67046E26-54FF-47CE-B14A-D27FE7CED24A,stairs-up
7545,-0.900982,0.060713,-0.429587,DCE31C48-12DA-4906-8A48-120EEBA47802,stairs-up
7546,-0.846623,-0.057841,-0.52904,F0900C96-64E8-43B4-BF44-B72DD66C424C,stairs-up
7547,-0.877045,-0.027487,-0.479621,1F20AFF5-1658-4424-85B9-5F95E1A802E0,stairs-up
7548,-0.878859,-0.11528,-0.462945,E57FA675-18F7-488A-B41F-005E10B8FFA7,stairs-up
